in,ratio_in,datetime,year,month,time,out,ratio_out,in_CMR,ratio_in_CMR,in_HH,ratio_in_HH,Net_in_out,is_valid_datetime
84524,0.09227,2022-12-20,2022,12,0,32718,0.03272,52464,0.06615,62545,0.07801,51806,True
78107,0.08526,2022-12-21,2022,12,0,23532,0.02353,53694,0.0677,31377,0.03914,54575,True
57218,0.06246,2022-12-22,2022,12,0,14551,0.01455,43392,0.05471,18570,0.02316,42667,True
18218,0.01989,2022-12-23,2022,12,0,7746,0.00775,22783,0.02873,5828,0.00727,10472,True
1619,0.00177,1900-01-01,1900,1,0,2478,0.00248,3998,0.00504,777,0.00097,-859,True
35,4e-05,2022-12-01,2022,12,0,342,0.00034,16,2e-05,10,1e-05,-307,True
0,0.0,2022-12-02,2022,12,0,6,1e-05,47,6e-05,0,0.0,-6,True
0,0.0,2022-12-03,2022,12,0,0,0.0,0,0.0,0,0.0,0,True
20,3e-05,2022-11-04,2022,11,0,2,0.0,111,0.00014,7,1e-05,18,True
1074,0.00136,2022-11-05,2022,11,0,888,0.00107,3296,0.00403,1795,0.0024,186,True
3141,0.00399,2022-11-06,2022,11,0,15687,0.01898,4513,0.00552,3099,0.00414,-12546,True
6028,0.00765,2022-11-07,2022,11,0,50781,0.06146,9680,0.01185,5101,0.00682,-44753,True
11321,0.01436,2022-11-08,2022,11,0,116994,0.14159,16036,0.01963,8223,0.011,-105673,True
18808,0.02386,2022-11-09,2022,11,0,85216,0.10313,17335,0.02122,10277,0.01374,-66408,True
22920,0.02908,2022-11-10,2022,11,0,53169,0.06435,18795,0.023,15255,0.0204,-30249,True
29599,0.03755,2022-11-11,2022,11,0,51404,0.06221,24967,0.03056,25772,0.03446,-21805,True
32615,0.04138,2022-11-12,2022,11,0,59099,0.07152,28663,0.03508,35285,0.04719,-26484,True
36949,0.04688,2022-11-13,2022,11,0,53635,0.06491,35277,0.04318,45959,0.06146,-16686,True
45137,0.05727,2022-11-14,2022,11,0,47786,0.05783,43702,0.05349,58109,0.07771,-2649,True
60804,0.07714,2022-11-15,2022,11,0,48965,0.05926,51982,0.06363,69473,0.09291,11839,True
70582,0.08955,2022-11-16,2022,11,0,49012,0.05932,64476,0.07892,85372,0.11417,21570,True
87665,0.11122,2022-11-17,2022,11,0,54547,0.06601,101072,0.12371,106957,0.14303,33118,True
128464,0.16299,2022-11-18,2022,11,0,49646,0.06008,154283,0.18884,132284,0.1769,78818,True
67003,0.08501,2022-11-19,2022,11,0,33375,0.04039,71541,0.08757,54698,0.07315,33628,True
61005,0.0774,2022-11-20,2022,11,0,20781,0.02515,53049,0.06493,48873,0.06536,40224,True
53831,0.0683,2022-11-21,2022,11,0,16327,0.01976,52686,0.06449,22886,0.03061,37504,True
38050,0.04827,2022-11-22,2022,11,0,10915,0.01321,40103,0.04909,13110,0.01753,27135,True
12006,0.01523,2022-11-23,2022,11,0,5993,0.00725,20695,0.02533,4522,0.00605,6013,True
1171,0.00149,1900-01-01,1900,1,0,1992,0.00241,4737,0.0058,717,0.00096,-821,True
1,0.0,2022-11-01,2022,11,0,83,0.0001,2,0.0,1,0.0,-82,True
0,0.0,2022-11-02,2022,11,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-11-03,2022,11,0,0,0.0,0,0.0,0,0.0,0,True
53,7e-05,2022-10-04,2022,10,0,2,0.0,104,0.00014,20,3e-05,51,True
1974,0.00252,2022-10-05,2022,10,0,987,0.00119,3804,0.00495,1945,0.00261,987,True
4520,0.00578,2022-10-06,2022,10,0,15781,0.019,4974,0.00648,3224,0.00432,-11261,True
6780,0.00867,2022-10-07,2022,10,0,47964,0.05776,9486,0.01235,5103,0.00684,-41184,True
12037,0.01538,2022-10-08,2022,10,0,106667,0.12844,15186,0.01978,8474,0.01135,-94630,True
19548,0.02498,2022-10-09,2022,10,0,79367,0.09557,16804,0.02188,10553,0.01414,-59819,True
23738,0.03034,2022-10-10,2022,10,0,54482,0.06561,18887,0.02459,15860,0.02125,-30744,True
30574,0.03908,2022-10-11,2022,10,0,56255,0.06774,24264,0.0316,26818,0.03593,-25681,True
34307,0.04385,2022-10-12,2022,10,0,63535,0.07651,27833,0.03624,37830,0.05068,-29228,True
40505,0.05177,2022-10-13,2022,10,0,56756,0.06834,34971,0.04554,49915,0.06688,-16251,True
47062,0.06015,2022-10-14,2022,10,0,50923,0.06132,41696,0.0543,62863,0.08422,-3861,True
60420,0.07722,2022-10-15,2022,10,0,50394,0.06068,49976,0.06508,73331,0.09825,10026,True
71874,0.09186,2022-10-16,2022,10,0,49900,0.06009,61751,0.08041,87153,0.11677,21974,True
86526,0.11059,2022-10-17,2022,10,0,52436,0.06314,92464,0.12041,104836,0.14046,34090,True
121119,0.1548,2022-10-18,2022,10,0,48986,0.05899,136838,0.17819,121811,0.1632,72133,True
65233,0.08337,2022-10-19,2022,10,0,33091,0.03985,66837,0.08704,51689,0.06925,32142,True
58357,0.07458,2022-10-20,2022,10,0,22303,0.02686,49554,0.06453,45668,0.06119,36054,True
49891,0.06376,2022-10-21,2022,10,0,18117,0.02182,49905,0.06499,21072,0.02823,31774,True
35700,0.04563,2022-10-22,2022,10,0,12826,0.01544,38701,0.0504,12598,0.01688,22874,True
11375,0.01454,2022-10-23,2022,10,0,7488,0.00902,20468,0.02665,5021,0.00673,3887,True
835,0.00107,1900-01-01,1900,1,0,2094,0.00252,3423,0.00446,591,0.00079,-1259,True
2,0.0,2022-10-01,2022,10,0,97,0.00012,3,0.0,1,0.0,-95,True
1,0.0,2022-10-02,2022,10,0,1,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-10-03,2022,10,0,0,0.0,0,0.0,0,0.0,0,True
16,2e-05,2022-09-04,2022,9,0,1,0.0,82,0.00011,17,3e-05,15,True
1321,0.00201,2022-09-05,2022,9,0,906,0.00131,3274,0.00434,1543,0.00236,415,True
3359,0.00512,2022-09-06,2022,9,0,16266,0.0235,4592,0.00609,2932,0.00448,-12907,True
5488,0.00836,2022-09-07,2022,9,0,46067,0.06654,9100,0.01207,4802,0.00733,-40579,True
8814,0.01343,2022-09-08,2022,9,0,108126,0.15619,14366,0.01906,7539,0.01151,-99312,True
13911,0.02119,2022-09-09,2022,9,0,73032,0.10549,15041,0.01995,9148,0.01397,-59121,True
16884,0.02572,2022-09-10,2022,9,0,43155,0.06234,16261,0.02157,13793,0.02106,-26271,True
23359,0.03558,2022-09-11,2022,9,0,42462,0.06134,22731,0.03015,24166,0.0369,-19103,True
27457,0.04182,2022-09-12,2022,9,0,51145,0.07388,25961,0.03444,33190,0.05067,-23688,True
32235,0.0491,2022-09-13,2022,9,0,44115,0.06372,33018,0.0438,41270,0.06301,-11880,True
37756,0.05751,2022-09-14,2022,9,0,38666,0.05585,40166,0.05328,50470,0.07705,-910,True
52656,0.0802,2022-09-15,2022,9,0,40277,0.05818,49535,0.06571,60672,0.09263,12379,True
61992,0.09442,2022-09-16,2022,9,0,38548,0.05568,61216,0.08121,74070,0.11309,23444,True
76447,0.11644,2022-09-17,2022,9,0,41927,0.06056,93019,0.1234,92389,0.14105,34520,True
109212,0.16635,2022-09-18,2022,9,0,37980,0.05486,137683,0.18265,113558,0.17337,71232,True
55428,0.08443,2022-09-19,2022,9,0,24643,0.0356,64637,0.08575,46927,0.07165,30785,True
48537,0.07393,2022-09-20,2022,9,0,15312,0.02212,47317,0.06277,41521,0.06339,33225,True
41723,0.06355,2022-09-21,2022,9,0,12434,0.01796,46429,0.06159,19817,0.03026,29289,True
30139,0.04591,2022-09-22,2022,9,0,9488,0.01371,40032,0.05311,11957,0.01826,20651,True
8974,0.01367,2022-09-23,2022,9,0,5886,0.0085,24638,0.03268,4553,0.00695,3088,True
812,0.00124,1900-01-01,1900,1,0,1799,0.0026,4713,0.00625,653,0.001,-987,True
3,0.0,2022-09-01,2022,9,0,58,8e-05,6,1e-05,2,0.0,-55,True
0,0.0,2022-09-02,2022,9,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-09-03,2022,9,0,0,0.0,0,0.0,0,0.0,0,True
26,4e-05,2022-08-04,2022,8,0,2,0.0,98,0.00015,6,1e-05,24,True
1284,0.00218,2022-08-05,2022,8,0,856,0.00139,2778,0.00428,1521,0.0024,428,True
3202,0.00545,2022-08-06,2022,8,0,17813,0.02887,4275,0.00658,2969,0.00469,-14611,True
5294,0.00901,2022-08-07,2022,8,0,43072,0.0698,8566,0.01319,4462,0.00705,-37778,True
8428,0.01434,2022-08-08,2022,8,0,99665,0.16152,13980,0.02153,7458,0.01178,-91237,True
12432,0.02115,2022-08-09,2022,8,0,63046,0.10217,14964,0.02305,9029,0.01426,-50614,True
16569,0.02819,2022-08-10,2022,8,0,40209,0.06516,15127,0.0233,13693,0.02163,-23640,True
22742,0.0387,2022-08-11,2022,8,0,39743,0.06441,20320,0.0313,24062,0.03801,-17001,True
26690,0.04541,2022-08-12,2022,8,0,41760,0.06768,23657,0.03643,32712,0.05168,-15070,True
29445,0.0501,2022-08-13,2022,8,0,38979,0.06317,26670,0.04108,39341,0.06215,-9534,True
33784,0.05748,2022-08-14,2022,8,0,34964,0.05666,31974,0.04924,47669,0.07531,-1180,True
40404,0.06875,2022-08-15,2022,8,0,35094,0.05687,37348,0.05752,55328,0.08741,5310,True
49925,0.08495,2022-08-16,2022,8,0,33083,0.05361,46402,0.07146,69354,0.10957,16842,True
68109,0.11589,2022-08-17,2022,8,0,33987,0.05508,81369,0.12532,90491,0.14296,34122,True
106955,0.18199,2022-08-18,2022,8,0,32587,0.05281,132622,0.20425,115175,0.18195,74368,True
52101,0.08865,2022-08-19,2022,8,0,21220,0.03439,59265,0.09128,44867,0.07088,30881,True
42617,0.07251,2022-08-20,2022,8,0,13886,0.0225,41644,0.06414,40444,0.06389,28731,True
35842,0.06099,2022-08-21,2022,8,0,11182,0.01812,39628,0.06103,18816,0.02973,24660,True
23803,0.0405,2022-08-22,2022,8,0,8821,0.0143,31011,0.04776,11339,0.01791,14982,True
7499,0.01276,2022-08-23,2022,8,0,5409,0.00877,15313,0.02358,3816,0.00603,2090,True
561,0.00095,1900-01-01,1900,1,0,1622,0.00263,2286,0.00352,442,0.0007,-1061,True
1,0.0,2022-08-01,2022,8,0,59,0.0001,1,0.0,0,0.0,-58,True
0,0.0,2022-08-02,2022,8,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-08-03,2022,8,0,0,0.0,0,0.0,0,0.0,0,True
8,1e-05,2022-07-04,2022,7,0,1,0.0,74,0.00011,15,2e-05,7,True
1111,0.00189,2022-07-05,2022,7,0,950,0.00155,3100,0.00462,1544,0.00226,161,True
3059,0.0052,2022-07-06,2022,7,0,19540,0.03193,4491,0.0067,3079,0.00451,-16481,True
5201,0.00885,2022-07-07,2022,7,0,45903,0.075,8837,0.01318,4586,0.00671,-40702,True
8540,0.01453,2022-07-08,2022,7,0,94170,0.15387,14783,0.02205,7858,0.0115,-85630,True
12131,0.02064,2022-07-09,2022,7,0,61726,0.10085,14451,0.02155,9465,0.01385,-49595,True
15199,0.02585,2022-07-10,2022,7,0,40491,0.06616,15283,0.0228,15356,0.02247,-25292,True
22593,0.03843,2022-07-11,2022,7,0,40738,0.06656,20430,0.03047,26625,0.03897,-18145,True
27147,0.04618,2022-07-12,2022,7,0,39789,0.06501,24016,0.03582,36480,0.05339,-12642,True
30436,0.05177,2022-07-13,2022,7,0,38947,0.06364,28819,0.04298,44877,0.06568,-8511,True
33936,0.05773,2022-07-14,2022,7,0,35096,0.05734,33621,0.05015,52728,0.07717,-1160,True
40545,0.06897,2022-07-15,2022,7,0,34680,0.05666,39675,0.05918,61760,0.09039,5865,True
50799,0.08641,2022-07-16,2022,7,0,32279,0.05274,48168,0.07184,78660,0.11512,18520,True
69096,0.11754,2022-07-17,2022,7,0,33350,0.05449,82716,0.12337,99178,0.14515,35746,True
105656,0.17973,2022-07-18,2022,7,0,33152,0.05417,135560,0.20219,117269,0.17163,72504,True
49569,0.08432,2022-07-19,2022,7,0,21557,0.03522,60166,0.08974,45240,0.06621,28012,True
42331,0.07201,2022-07-20,2022,7,0,13667,0.02233,43958,0.06557,41386,0.06057,28664,True
37742,0.0642,2022-07-21,2022,7,0,11101,0.01814,42798,0.06384,20728,0.03034,26641,True
25763,0.04382,2022-07-22,2022,7,0,9097,0.01486,34213,0.05103,12399,0.01815,16666,True
7000,0.01191,2022-07-23,2022,7,0,5294,0.00865,15252,0.02275,4020,0.00588,1706,True
13,2e-05,1900-01-01,1900,1,0,502,0.00082,33,5e-05,7,1e-05,-489,True
0,0.0,2022-07-01,2022,7,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-07-02,2022,7,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-07-03,2022,7,0,0,0.0,0,0.0,0,0.0,0,True
14,2e-05,2022-06-04,2022,6,0,1,0.0,105,0.00015,16,2e-05,13,True
1069,0.00184,2022-06-05,2022,6,0,953,0.00156,3533,0.00505,1605,0.00236,116,True
2894,0.00498,2022-06-06,2022,6,0,18814,0.03084,4694,0.00671,3118,0.00458,-15920,True
4870,0.00838,2022-06-07,2022,6,0,45187,0.07407,8674,0.01239,4661,0.00684,-40317,True
7753,0.01334,2022-06-08,2022,6,0,98329,0.16117,13693,0.01956,7873,0.01155,-90576,True
10670,0.01836,2022-06-09,2022,6,0,65225,0.10691,14503,0.02072,9522,0.01397,-54555,True
13504,0.02324,2022-06-10,2022,6,0,43395,0.07113,15771,0.02253,14414,0.02115,-29891,True
20800,0.03579,2022-06-11,2022,6,0,41750,0.06843,21691,0.03098,26347,0.03866,-20950,True
25682,0.04419,2022-06-12,2022,6,0,44517,0.07297,25859,0.03694,36025,0.05286,-18835,True
29948,0.05153,2022-06-13,2022,6,0,39988,0.06555,31303,0.04471,46025,0.06753,-10040,True
35094,0.06039,2022-06-14,2022,6,0,34656,0.05681,36522,0.05217,56389,0.08274,438,True
44176,0.07601,2022-06-15,2022,6,0,34180,0.05603,41983,0.05997,64177,0.09417,9996,True
54818,0.09433,2022-06-16,2022,6,0,30518,0.05002,51176,0.0731,77531,0.11376,24300,True
67864,0.11677,2022-06-17,2022,6,0,31681,0.05193,84291,0.1204,94922,0.13928,36183,True
104041,0.17902,2022-06-18,2022,6,0,30027,0.04922,135555,0.19363,114376,0.16782,74014,True
49847,0.08577,2022-06-19,2022,6,0,18520,0.03036,63104,0.09014,44626,0.06548,31327,True
41970,0.07222,2022-06-20,2022,6,0,11076,0.01815,46002,0.06571,41796,0.06133,30894,True
36448,0.06272,2022-06-21,2022,6,0,9079,0.01488,45023,0.06431,20783,0.03049,27369,True
23470,0.04039,2022-06-22,2022,6,0,7166,0.01175,38553,0.05507,12907,0.01894,16304,True
6218,0.0107,2022-06-23,2022,6,0,4649,0.00762,18009,0.02572,4407,0.00647,1569,True
5,1e-05,1900-01-01,1900,1,0,373,0.00061,22,3e-05,5,1e-05,-368,True
0,0.0,2022-06-01,2022,6,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-06-02,2022,6,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-06-03,2022,6,0,0,0.0,0,0.0,0,0.0,0,True
15,2e-05,2022-05-04,2022,5,0,1,0.0,99,0.00013,34,5e-05,14,True
853,0.00138,2022-05-05,2022,5,0,968,0.00149,3457,0.00459,1754,0.00241,-115,True
2611,0.00423,2022-05-06,2022,5,0,18740,0.02887,4830,0.00641,3156,0.00434,-16129,True
4543,0.00737,2022-05-07,2022,5,0,45968,0.07081,8961,0.01189,4939,0.00679,-41425,True
7459,0.0121,2022-05-08,2022,5,0,114898,0.17699,13837,0.01836,8486,0.01167,-107439,True
9726,0.01577,2022-05-09,2022,5,0,72349,0.11145,14786,0.01962,9965,0.0137,-62623,True
12536,0.02033,2022-05-10,2022,5,0,43482,0.06698,16659,0.0221,15634,0.02149,-30946,True
21065,0.03416,2022-05-11,2022,5,0,44060,0.06787,22566,0.02994,28386,0.03903,-22995,True
27016,0.04381,2022-05-12,2022,5,0,50732,0.07815,26651,0.03536,39329,0.05407,-23716,True
30030,0.0487,2022-05-13,2022,5,0,43414,0.06688,32732,0.04342,50023,0.06877,-13384,True
35401,0.05741,2022-05-14,2022,5,0,35955,0.05539,39957,0.05301,60272,0.08286,-554,True
52355,0.0849,2022-05-15,2022,5,0,36463,0.05617,45069,0.05979,69536,0.0956,15892,True
60243,0.09769,2022-05-16,2022,5,0,30388,0.04681,57463,0.07623,82555,0.1135,29855,True
72677,0.11785,2022-05-17,2022,5,0,33574,0.05172,89679,0.11897,99506,0.1368,39103,True
114156,0.18511,2022-05-18,2022,5,0,30024,0.04625,141604,0.18786,120110,0.16513,84132,True
51937,0.08422,2022-05-19,2022,5,0,18357,0.02828,67556,0.08962,48309,0.06642,33580,True
45139,0.0732,2022-05-20,2022,5,0,10475,0.01614,50489,0.06698,45081,0.06198,34664,True
38334,0.06216,2022-05-21,2022,5,0,8322,0.01282,50982,0.06763,22181,0.03049,30012,True
24689,0.04004,2022-05-22,2022,5,0,6379,0.00983,45971,0.06099,13724,0.01887,18310,True
5887,0.00955,2022-05-23,2022,5,0,4216,0.00649,20433,0.02711,4387,0.00603,1671,True
5,1e-05,1900-01-01,1900,1,0,415,0.00064,7,1e-05,5,1e-05,-410,True
0,0.0,2022-05-01,2022,5,0,0,0.0,1,0.0,1,0.0,0,True
0,0.0,2022-05-02,2022,5,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-05-03,2022,5,0,0,0.0,0,0.0,0,0.0,0,True
13,2e-05,2022-04-04,2022,4,0,1,0.0,57,8e-05,24,4e-05,12,True
683,0.00128,2022-04-05,2022,4,0,820,0.00146,3066,0.00432,1654,0.00256,-137,True
2360,0.00441,2022-04-06,2022,4,0,16345,0.02911,4322,0.00609,2879,0.00446,-13985,True
3933,0.00735,2022-04-07,2022,4,0,42058,0.07489,8311,0.01171,4441,0.00688,-38125,True
6383,0.01192,2022-04-08,2022,4,0,104752,0.18653,12973,0.01827,7820,0.01211,-98369,True
7684,0.01436,2022-04-09,2022,4,0,65341,0.11635,13176,0.01856,8866,0.01373,-57657,True
9932,0.01855,2022-04-10,2022,4,0,39006,0.06946,14601,0.02057,13284,0.02058,-29074,True
16903,0.03158,2022-04-11,2022,4,0,37514,0.0668,20166,0.0284,23711,0.03673,-20611,True
23323,0.04357,2022-04-12,2022,4,0,43635,0.0777,24224,0.03412,33503,0.0519,-20312,True
25916,0.04842,2022-04-13,2022,4,0,35856,0.06385,30975,0.04363,43148,0.06684,-9940,True
30573,0.05712,2022-04-14,2022,4,0,30840,0.05492,37423,0.05271,51738,0.08014,-267,True
43267,0.08083,2022-04-15,2022,4,0,30677,0.05463,44184,0.06223,60865,0.09428,12590,True
53649,0.10023,2022-04-16,2022,4,0,25760,0.04587,55615,0.07833,75280,0.11661,27889,True
64877,0.1212,2022-04-17,2022,4,0,27150,0.04835,85507,0.12044,89677,0.13891,37727,True
104515,0.19525,2022-04-18,2022,4,0,24715,0.04401,136554,0.19234,109794,0.17007,79800,True
47162,0.08811,2022-04-19,2022,4,0,14991,0.02669,65318,0.092,43240,0.06698,32171,True
38745,0.07238,2022-04-20,2022,4,0,7716,0.01374,47130,0.06638,41301,0.06398,31029,True
31185,0.05826,2022-04-21,2022,4,0,5983,0.01065,47568,0.067,18855,0.02921,25202,True
19274,0.03601,2022-04-22,2022,4,0,4780,0.00851,40917,0.05763,11636,0.01802,14494,True
4900,0.00915,2022-04-23,2022,4,0,3323,0.00592,17872,0.02517,3841,0.00595,1577,True
3,1e-05,1900-01-01,1900,1,0,310,0.00055,7,1e-05,7,1e-05,-307,True
0,0.0,2022-04-01,2022,4,0,0,0.0,0,0.0,1,0.0,0,True
0,0.0,2022-04-02,2022,4,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-04-03,2022,4,0,0,0.0,0,0.0,0,0.0,0,True
15,3e-05,2022-03-04,2022,3,0,0,0.0,44,7e-05,23,4e-05,15,True
647,0.00142,2022-03-05,2022,3,0,760,0.00162,2242,0.0035,1653,0.00296,-113,True
2348,0.00517,2022-03-06,2022,3,0,14441,0.03074,3769,0.00588,2682,0.0048,-12093,True
3935,0.00866,2022-03-07,2022,3,0,38155,0.08121,7807,0.01218,4402,0.00788,-34220,True
5714,0.01258,2022-03-08,2022,3,0,95827,0.20395,11528,0.01798,7066,0.01265,-90113,True
6609,0.01455,2022-03-09,2022,3,0,58182,0.12383,11684,0.01822,7608,0.01362,-51573,True
8481,0.01867,2022-03-10,2022,3,0,31238,0.06649,13215,0.02061,11482,0.02055,-22757,True
14019,0.03087,2022-03-11,2022,3,0,28295,0.06022,17442,0.0272,20092,0.03597,-14276,True
19334,0.04257,2022-03-12,2022,3,0,35594,0.07576,21318,0.03325,27547,0.04931,-16260,True
21172,0.04662,2022-03-13,2022,3,0,28983,0.06169,26022,0.04058,33772,0.06046,-7811,True
25515,0.05618,2022-03-14,2022,3,0,25193,0.05362,33103,0.05163,41777,0.07479,322,True
35948,0.07915,2022-03-15,2022,3,0,25034,0.05328,38548,0.06012,50447,0.09031,10914,True
44904,0.09887,2022-03-16,2022,3,0,21012,0.04472,48950,0.07634,65950,0.11806,23892,True
55425,0.12203,2022-03-17,2022,3,0,20737,0.04414,77527,0.12091,77735,0.13915,34688,True
93390,0.20562,2022-03-18,2022,3,0,18691,0.03978,129206,0.2015,99097,0.17739,74699,True
39910,0.08787,2022-03-19,2022,3,0,11046,0.02351,61865,0.09648,39145,0.07007,28864,True
32371,0.07127,2022-03-20,2022,3,0,5873,0.0125,41825,0.06523,38778,0.06942,26498,True
25324,0.05576,2022-03-21,2022,3,0,4570,0.00973,42181,0.06578,16400,0.02936,20754,True
15628,0.03441,2022-03-22,2022,3,0,3575,0.00761,37095,0.05785,9633,0.01724,12053,True
3483,0.00767,2022-03-23,2022,3,0,2423,0.00516,15835,0.0247,3335,0.00597,1060,True
5,1e-05,1900-01-01,1900,1,0,219,0.00047,11,2e-05,4,1e-05,-214,True
0,0.0,2022-03-01,2022,3,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-03-02,2022,3,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-03-03,2022,3,0,0,0.0,0,0.0,0,0.0,0,True
13,3e-05,2022-02-04,2022,2,0,0,0.0,74,0.00014,21,4e-05,13,True
593,0.00159,2022-02-05,2022,2,0,619,0.0016,1884,0.00368,1414,0.00299,-26,True
2105,0.00563,2022-02-06,2022,2,0,10896,0.02819,3002,0.00586,2357,0.00498,-8791,True
3182,0.00851,2022-02-07,2022,2,0,27958,0.07233,6050,0.01182,3455,0.0073,-24776,True
4539,0.01214,2022-02-08,2022,2,0,75861,0.19627,9863,0.01927,5976,0.01262,-71322,True
5627,0.01506,2022-02-09,2022,2,0,48705,0.12601,10291,0.0201,6571,0.01388,-43078,True
7470,0.01999,2022-02-10,2022,2,0,26961,0.06976,10517,0.02054,9581,0.02024,-19491,True
11907,0.03186,2022-02-11,2022,2,0,25179,0.06514,13998,0.02734,16427,0.0347,-13272,True
15413,0.04124,2022-02-12,2022,2,0,25419,0.06577,16541,0.03231,21860,0.04618,-10006,True
17604,0.0471,2022-02-13,2022,2,0,25031,0.06476,20574,0.04019,26802,0.05662,-7427,True
21758,0.05821,2022-02-14,2022,2,0,23868,0.06175,25749,0.0503,33806,0.07141,-2110,True
26867,0.07188,2022-02-15,2022,2,0,21464,0.05553,29916,0.05844,41375,0.0874,5403,True
32194,0.08614,2022-02-16,2022,2,0,18125,0.04689,37604,0.07345,56372,0.11908,14069,True
46063,0.12324,2022-02-17,2022,2,0,17633,0.04562,62467,0.12202,67663,0.14293,28430,True
79684,0.21319,2022-02-18,2022,2,0,15849,0.04101,109272,0.21344,87142,0.18408,63835,True
34736,0.09294,2022-02-19,2022,2,0,8915,0.02307,50781,0.09919,33894,0.0716,25821,True
28445,0.0761,2022-02-20,2022,2,0,4903,0.01269,38055,0.07433,34362,0.07259,23542,True
24179,0.06469,2022-02-21,2022,2,0,4886,0.01264,41469,0.081,15979,0.03375,19293,True
9907,0.02651,2022-02-22,2022,2,0,2996,0.00775,19791,0.03866,6956,0.01469,6911,True
1475,0.00395,2022-02-23,2022,2,0,1112,0.00288,4048,0.00791,1374,0.0029,363,True
1,0.0,1900-01-01,1900,1,0,129,0.00033,3,1e-05,1,0.0,-128,True
0,0.0,2022-02-01,2022,2,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-02-02,2022,2,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-02-03,2022,2,0,0,0.0,0,0.0,0,0.0,0,True
8,2e-05,2022-01-04,2022,1,0,0,0.0,84,0.00014,35,6e-05,8,True
599,0.00128,2022-01-05,2022,1,0,787,0.00163,2233,0.00374,1517,0.00259,-188,True
2297,0.00492,2022-01-06,2022,1,0,12542,0.02597,3399,0.0057,2666,0.00456,-10245,True
3401,0.00729,2022-01-07,2022,1,0,31132,0.06445,6878,0.01153,4172,0.00713,-27731,True
5513,0.01182,2022-01-08,2022,1,0,91016,0.18843,11267,0.01889,6835,0.01169,-85503,True
6480,0.01389,2022-01-09,2022,1,0,56350,0.11666,12011,0.02014,7519,0.01285,-49870,True
8705,0.01866,2022-01-10,2022,1,0,32258,0.06678,12416,0.02082,10981,0.01877,-23553,True
13799,0.02958,2022-01-11,2022,1,0,31743,0.06572,16986,0.02848,19597,0.0335,-17944,True
18507,0.03967,2022-01-12,2022,1,0,31669,0.06556,19706,0.03304,26613,0.0455,-13162,True
21517,0.04612,2022-01-13,2022,1,0,32551,0.06739,24771,0.04153,32995,0.05641,-11034,True
25538,0.05474,2022-01-14,2022,1,0,30136,0.06239,30252,0.05072,42133,0.07203,-4598,True
32354,0.06935,2022-01-15,2022,1,0,28686,0.05939,35227,0.05906,50601,0.08651,3668,True
39028,0.08366,2022-01-16,2022,1,0,25650,0.0531,44274,0.07423,66565,0.1138,13378,True
56220,0.12051,2022-01-17,2022,1,0,25659,0.05312,73257,0.12282,82592,0.1412,30561,True
96031,0.20584,2022-01-18,2022,1,0,22793,0.04719,125560,0.21051,106366,0.18185,73238,True
44778,0.09598,2022-01-19,2022,1,0,12310,0.02549,56533,0.09478,43704,0.07472,32468,True
42657,0.09144,2022-01-20,2022,1,0,6453,0.01336,47096,0.07896,46117,0.07884,36204,True
35969,0.0771,2022-01-21,2022,1,0,6946,0.01438,54017,0.09056,25367,0.04337,29023,True
10999,0.02358,2022-01-22,2022,1,0,3071,0.00636,16048,0.02691,6944,0.01187,7928,True
2127,0.00456,2022-01-23,2022,1,0,1190,0.00246,4441,0.00745,1601,0.00274,937,True
0,0.0,1900-01-01,1900,1,0,83,0.00017,3,1e-05,0,0.0,-83,True
0,0.0,2022-01-01,2022,1,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-01-02,2022,1,0,0,0.0,0,0.0,0,0.0,0,True
0,0.0,2022-01-03,2022,1,0,0,0.0,0,0.0,0,0.0,0,True
13,2e-05,2021-12-04,2021,12,0,0,0.0,58,9e-05,33,5e-05,13,True
677,0.00113,2021-12-05,2021,12,0,724,0.00114,2653,0.00403,1729,0.00255,-47,True
2350,0.00394,2021-12-06,2021,12,0,13475,0.02127,3847,0.00584,2685,0.00397,-11125,True
3808,0.00638,2021-12-07,2021,12,0,40346,0.06369,7929,0.01203,4257,0.00629,-36538,True
5833,0.00978,2021-12-08,2021,12,0,101473,0.16017,12271,0.01862,7403,0.01093,-95640,True
7485,0.01255,2021-12-09,2021,12,0,61741,0.09746,12812,0.01944,8048,0.01189,-54256,True
9841,0.0165,2021-12-10,2021,12,0,36512,0.05763,13605,0.02064,12119,0.0179,-26671,True
16283,0.0273,2021-12-11,2021,12,0,35792,0.0565,18206,0.02762,21401,0.03161,-19509,True
